,chain_id,denom,type_asset,supply,description,denom_units,display,name,symbol,uri,denom_base,type_asset_base,type_asset_source,path,channels,chain_id_counterparty,supply_base,chain_id_base,channels_number,admin,ibc,traces,chain_name
3140,gravity-bridge-3,ibc/FE6FD47621F6AFAC5419F2FB78D7E37B9967D8555F706768ED625F7BA94A806D,ics20,5633212,,,,,,,uist,sdk.coin,ics20,transfer/channel-62/transfer/channel-11,"['channel-62', 'channel-11']",crescent-1,1081856110861,agoric-3,2,,"{'source_channel': 'channel-62', 'dst_channel': 'channel-2', 'source_denom': 'ibc/CA1261224952DF089EFD363D8DBB30A8AB6D8CD181E60EE9E68E432F8DE14FE3'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'crescent-1', 'channel_id': 'channel-2', 'base_denom': 'ibc/CA1261224952DF089EFD363D8DBB30A8AB6D8CD181E60EE9E68E432F8DE14FE3', 'chain_name': 'crescent', 'base_supply': 2244031013}, 'chain': {'channel_id': 'channel-62', 'path': 'transfer/channel-62/transfer/channel-11/uist'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'agoric-3', 'channel_id': 'channel-2', 'base_denom': 'uist', 'chain_name': 'agoric', 'base_supply': 1081856110861}, 'chain': {'channel_id': 'channel-11', 'path': 'transfer/channel-11/uist'}}]",gravitybridge
3141,gravity-bridge-3,ibc/FF61543B2F377336090C859977B3E1077D569B6EF8FF0EC33FFDCE43D4F058A8,ics20,636676772600000000,,,,,,,shib-wei,sdk.coin,,transfer/channel-10/transfer/channel-208,"['channel-10', 'channel-208']",osmosis-1,,,2,,"{'source_channel': 'channel-10', 'dst_channel': 'channel-144', 'source_denom': ''}",,gravitybridge
3142,sifchain-1,ibc/1A84D9CFA2152255E33F045E7DC7CBFBB5E16CD8772920A7A1C470004191DF15,ics20,128151759,,,,,,,uakt,sdk.coin,,transfer/channel-17/transfer/channel-1,"['channel-17', 'channel-1']",osmosis-1,,,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-47', 'source_denom': ''}",,sifchain
3143,sifchain-1,ibc/3D94FB34C4126D04259CCBCB535FD670569658B4F420AEE7D6B33D13C6A144F6,ics20,22334000000,,,,,,,uluna,sdk.coin,,transfer/channel-17/transfer/channel-72,"['channel-17', 'channel-72']",osmosis-1,,,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-47', 'source_denom': ''}",,sifchain
3144,sifchain-1,ibc/55470E926AE7BCF20F6852F288C314C78F32D8BBD50FDDB587A707B3A74EA032,ics20,24031,,,,,,,ustrd,sdk.coin,ics20,transfer/channel-0/transfer/channel-391,"['channel-0', 'channel-391']",cosmoshub-4,91732947688142,stride-1,2,,"{'source_channel': 'channel-0', 'dst_channel': 'channel-192', 'source_denom': 'ibc/6B8A3F5C2AD51CD6171FA41A7E8C35AD594AB69226438DB94450436EA57B3A89'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-192', 'base_denom': 'ibc/6B8A3F5C2AD51CD6171FA41A7E8C35AD594AB69226438DB94450436EA57B3A89', 'chain_name': 'cosmoshub', 'base_supply': 174089646523}, 'chain': {'channel_id': 'channel-0', 'path': 'transfer/channel-0/transfer/channel-391/ustrd'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'stride-1', 'channel_id': 'channel-0', 'base_denom': 'ustrd', 'chain_name': 'stride', 'base_supply': 91732947688142}, 'chain': {'channel_id': 'channel-391', 'path': 'transfer/channel-391/ustrd'}}]",sifchain
3145,sifchain-1,ibc/83FED51248F2E9E33AB07CBA103AAD1876779C7651EF0F485AF1C694CC80AA39,ics20,10552894,,,,,,,uusdc,sdk.coin,,transfer/channel-17/transfer/channel-208,"['channel-17', 'channel-208']",osmosis-1,,,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-47', 'source_denom': ''}",,sifchain
3146,sifchain-1,ibc/9CEA2D3FC0387C7C490BD09C6418A2C0512C77DEE30C5486C63F0DEE102AEC09,ics20,7000000,,,,,,,udvpn,sdk.coin,,transfer/channel-17/transfer/channel-2,"['channel-17', 'channel-2']",osmosis-1,,,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-47', 'source_denom': ''}",,sifchain
3147,sifchain-1,ibc/B2CCE90063DBA454462E597CFAD183316BD48345187EBDDB9319CDBB3B24C991,ics20,8097664,,,,,,,uusdc,sdk.coin,,transfer/channel-17/transfer/channel-750,"['channel-17', 'channel-750']",osmosis-1,,,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-47', 'source_denom': ''}",,sifchain
3148,sifchain-1,ibc/BD8AD1255792CF5E057B295EBF516282C70B76F9AD8D0C7A1A6B2CD19A0369B5,ics20,4704465,,,,,,,uatom,sdk.coin,,transfer/channel-17/transfer/channel-0,"['channel-17', 'channel-0']",osmosis-1,,,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-47', 'source_denom': ''}",,sifchain
3149,sifchain-1,ibc/D766185575F115208975526F2D1A9B0965B3110773ADEDA992D043D40CE12AE3,ics20,152295,,,,,,,uusdt,sdk.coin,,transfer/channel-17/transfer/channel-208,"['channel-17', 'channel-208']",osmosis-1,,,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-47', 'source_denom': ''}",,sifchain
3150,akashnet-2,ibc/011C19FB6113363238248C55B985A92C0A0CAF9709162EAB838EACB6A629E6AA,ics20,51050000,,,,,,,uusdc,sdk.coin,,transfer/channel-9/transfer/channel-750,"['channel-9', 'channel-750']",osmosis-1,,,2,,"{'source_channel': 'channel-9', 'dst_channel': 'channel-1', 'source_denom': ''}",,akash
3151,akashnet-2,ibc/01A92F17D9A8F0DB5A67B3E8E340D59D1EC0C1C36B3C9A358758DB057ECF964A,ics20,10000,,,,,,,uakt,sdk.coin,ics20,transfer/channel-58/transfer/channel-24,"['channel-58', 'channel-24']",planq_7070-2,256000239326212,akashnet-2,2,,"{'source_channel': 'channel-58', 'dst_channel': 'channel-25', 'source_denom': 'ibc/ED70DDAF4A9F10A3BC082ECC318562A98CEDDAADEBF46D918C5CB3652D11E67C'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'planq_7070-2', 'channel_id': 'channel-25', 'base_denom': 'ibc/ED70DDAF4A9F10A3BC082ECC318562A98CEDDAADEBF46D918C5CB3652D11E67C', 'chain_name': 'planq', 'base_supply': 16221}, 'chain': {'channel_id': 'channel-58', 'path': 'transfer/channel-58/transfer/channel-24/uakt'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'akashnet-2', 'channel_id': 'channel-57', 'base_denom': 'uakt', 'chain_name': 'akash', 'base_supply': 256000239326212}, 'chain': {'channel_id': 'channel-24', 'path': 'transfer/channel-24/uakt'}}]",akash
3152,akashnet-2,ibc/089D5FED24BF760DC8C44AD3B8EEEE14878D75D9CE8C031C93E1682CB57BEE99,ics20,250000,The native stable token of the Terra Columbus.,"[{'denom': 'uusd', 'exponent': 0, 'aliases': ['microusd']}, {'denom': 'musd', 'exponent': 3, 'aliases': ['milliusd']}, {'denom': 'usd', 'exponent': 6, 'aliases': []}]",usd,USD TERRA,UST,,uusd,sdk.coin,ics20,transfer/channel-37/transfer/channel-4,"['channel-37', 'channel-4']",kava_2222-10,7878226741260153,columbus-5,2,,"{'source_channel': 'channel-37', 'dst_channel': 'channel-5', 'source_denom': 'ibc/B448C0CA358B958301D328CCDC5D5AD642FC30A6D3AE106FF721DB315F3DDE5C'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'kava_2222-10', 'channel_id': 'channel-5', 'base_denom': 'ibc/B448C0CA358B958301D328CCDC5D5AD642FC30A6D3AE106FF721DB315F3DDE5C', 'chain_name': 'kava', 'base_supply': 731241299156}, 'chain': {'channel_id': 'channel-37', 'path': 'transfer/channel-37/transfer/channel-4/uusd'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'columbus-5', 'channel_id': 'channel-24', 'base_denom': 'uusd', 'chain_name': 'terra', 'base_supply': 7878226741260153}, 'chain': {'channel_id': 'channel-4', 'path': 'transfer/channel-4/uusd'}}]",akash
3153,akashnet-2,ibc/0A178E157E8841C0DD0D1A79A4C65E9BD6792954C67706DB1BDECBDFF1763041,ics20,100000,,,,,,,ujuno,sdk.coin,ics20,transfer/channel-24/transfer/channel-14,"['channel-24', 'channel-14']",sifchain-1,120157427762587,juno-1,2,,"{'source_channel': 'channel-24', 'dst_channel': 'channel-2', 'source_denom': 'ibc/F279AB967042CAC10BFF70FAECB179DCE37AAAE4CD4C1BC4565C2BBC383BC0FA'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'sifchain-1', 'channel_id': 'channel-2', 'base_denom': 'ibc/F279AB967042CAC10BFF70FAECB179DCE37AAAE4CD4C1BC4565C2BBC383BC0FA', 'chain_name': 'sifchain', 'base_supply': 1535053036}, 'chain': {'channel_id': 'channel-24', 'path': 'transfer/channel-24/transfer/channel-14/ujuno'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'juno-1', 'channel_id': 'channel-5', 'base_denom': 'ujuno', 'chain_name': 'juno', 'base_supply': 120157427762587}, 'chain': {'channel_id': 'channel-14', 'path': 'transfer/channel-14/ujuno'}}]",akash
3154,akashnet-2,ibc/0EC146716B43AD33F2603D91E9FCDC3CB1675E8666D6E674AA5F89160C2E24FD,ics20,10000000,,,,,,,uakt,sdk.coin,,transfer/channel-26/transfer/channel-1,"['channel-26', 'channel-1']",osmosis-1,,,2,,"{'source_channel': 'channel-26', 'dst_channel': 'channel-33', 'source_denom': ''}",,akash
3155,akashnet-2,ibc/140A34459BD0720DDF3B13E7B7C8B3667744CD49ED79E018578EF87E8CB203C5,ics20,17440949,USD Coin,"[{'denom': 'uusdc', 'exponent': 0, 'aliases': ['microusdc']}, {'denom': 'usdc', 'exponent': 6, 'aliases': []}]",,usdc,,,uusdc,sdk.coin,ics20,transfer/channel-17/transfer/channel-536,"['channel-17', 'channel-536']",cosmoshub-4,383306990306327,noble-1,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-184', 'source_denom': 'ibc/F663521BF1836B00F5F177680F74BFB9A8B5654A694D0D2BC249E03CF2509013'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-184', 'base_denom': 'ibc/F663521BF1836B00F5F177680F74BFB9A8B5654A694D0D2BC249E03CF2509013', 'chain_name': 'cosmoshub', 'base_supply': 2439816999988}, 'chain': {'channel_id': 'channel-17', 'path': 'transfer/channel-17/transfer/channel-536/uusdc'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'noble-1', 'channel_id': 'channel-4', 'base_denom': 'uusdc', 'chain_name': 'noble', 'base_supply': 383306990306327}, 'chain': {'channel_id': 'channel-536', 'path': 'transfer/channel-536/uusdc'}}]",akash
3156,akashnet-2,ibc/166E190F261672B152D2480DC687B5C1FD275A107B1A023DBD7A3AD045AC3055,ics20,80000000000000000,,,,,,,inj,sdk.coin,,transfer/channel-9/transfer/channel-122,"['channel-9', 'channel-122']",osmosis-1,,,2,,"{'source_channel': 'channel-9', 'dst_channel': 'channel-1', 'source_denom': ''}",,akash
3157,akashnet-2,ibc/170C677610AC31DF0904FFE09CD3B5C657492170E7E52372E48756B71E56F2F1,ics20,35497157057,,,,,,,uusdc,sdk.coin,,transfer/channel-9/transfer/channel-208,"['channel-9', 'channel-208']",osmosis-1,,,2,,"{'source_channel': 'channel-9', 'dst_channel': 'channel-1', 'source_denom': ''}",,akash
3158,akashnet-2,ibc/2230C27C64DD7750C72E38901F7FD61C39C56D83ABD7980C4B8A00CC7C682A69,ics20,10000000000000000000,,,,,,,rowan,sdk.coin,,transfer/channel-9/transfer/channel-47,"['channel-9', 'channel-47']",osmosis-1,,,2,,"{'source_channel': 'channel-9', 'dst_channel': 'channel-1', 'source_denom': ''}",,akash
3159,akashnet-2,ibc/2B406972A01294D27DE752EFD27DB404F0BAA984DD51349BD22D8B7B3A492254,ics20,20000,,,,,,,uakt,sdk.coin,ics20,transfer/channel-17/transfer/channel-116,"['channel-17', 'channel-116']",cosmoshub-4,256000239326212,akashnet-2,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-184', 'source_denom': 'ibc/F7AA8487A9FACE44A46AC1CD9A668EA10F9F16389F8591555C674FCD8CF70D5F'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-184', 'base_denom': 'ibc/F7AA8487A9FACE44A46AC1CD9A668EA10F9F16389F8591555C674FCD8CF70D5F', 'chain_name': 'cosmoshub', 'base_supply': 4632000}, 'chain': {'channel_id': 'channel-17', 'path': 'transfer/channel-17/transfer/channel-116/uakt'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'akashnet-2', 'channel_id': 'channel-5', 'base_denom': 'uakt', 'chain_name': 'akash', 'base_supply': 256000239326212}, 'chain': {'channel_id': 'channel-116', 'path': 'transfer/channel-116/uakt'}}]",akash
3160,akashnet-2,ibc/2BA328A47FCC2F24F1BF4322409D0D1DD942A86A21A944E61867FD735D8C0AAC,ics20,1209732,,,,,,,uband,sdk.coin,,transfer/channel-9/transfer/channel-148,"['channel-9', 'channel-148']",osmosis-1,,,2,,"{'source_channel': 'channel-9', 'dst_channel': 'channel-1', 'source_denom': ''}",,akash
3161,akashnet-2,ibc/3049D86447091E64D5A5ABA01DEAFA7D124C1B451F8085826A053F62849E99C6,ics20,10000,,,,,,,uosmo,sdk.coin,ics20,transfer/channel-17/transfer/channel-141,"['channel-17', 'channel-141']",cosmoshub-4,,,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-184', 'source_denom': 'ibc/14F9BC3E44B8A9C1BE1FB08980FAB87034C9905EF17CF2F5008FC085218811CC'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-184', 'base_denom': 'ibc/14F9BC3E44B8A9C1BE1FB08980FAB87034C9905EF17CF2F5008FC085218811CC', 'chain_name': 'cosmoshub', 'base_supply': 104485560479}, 'chain': {'channel_id': 'channel-17', 'path': 'transfer/channel-17/transfer/channel-141/uosmo'}}]",akash
3162,akashnet-2,ibc/31518C8CA980E2B7D00AD672CC3DF5948AE5AF3F154502063FB516FB68A97F31,ics20,1100000,,,,,,,loki,sdk.coin,,transfer/channel-9/transfer/channel-258,"['channel-9', 'channel-258']",osmosis-1,,,2,,"{'source_channel': 'channel-9', 'dst_channel': 'channel-1', 'source_denom': ''}",,akash
3163,akashnet-2,ibc/4191A7E23F2A90C2E6E53EE310859FC09BF74A385B7427BBC28BCE93C2B53033,ics20,1,,,,,,,uluna,sdk.coin,,transfer/channel-9/transfer/channel-72,"['channel-9', 'channel-72']",osmosis-1,,,2,,"{'source_channel': 'channel-9', 'dst_channel': 'channel-1', 'source_denom': ''}",,akash
3164,akashnet-2,ibc/430C7EE0CA76A5ABFA1D81E64A72BA88951CAE805D187A9D90C44C76204494AC,ics20,91000000000000000000,,,,,,,acudos,sdk.coin,,transfer/channel-9/transfer/channel-298,"['channel-9', 'channel-298']",osmosis-1,,,2,,"{'source_channel': 'channel-9', 'dst_channel': 'channel-1', 'source_denom': ''}",,akash
3165,akashnet-2,ibc/43D3AEC1156A7F0F679A2705C68F721D46F214175357C32C52B7CA962513DB7C,ics20,1000000000000000,Cosmos coin token representation of 0x655ecB57432CC1370f65e5dc2309588b71b473A9,"[{'denom': 'erc20/0x655ecB57432CC1370f65e5dc2309588b71b473A9', 'exponent': 0, 'aliases': []}, {'denom': 'NEOKingdomDAO', 'exponent': 18, 'aliases': []}]",NEOKingdomDAO,erc20/0x655ecB57432CC1370f65e5dc2309588b71b473A9,NEOK,,erc20/0x655ecB57432CC1370f65e5dc2309588b71b473A9,sdk.coin,ics20,transfer/channel-70/transfer/channel-7,"['channel-70', 'channel-7']",crescent-1,316141983520857687283324,evmos_9001-2,2,,"{'source_channel': 'channel-70', 'dst_channel': 'channel-44', 'source_denom': 'ibc/4DD3698C2FCEA87CDE843D3EA6228F2589A4DF6655A7C16D766010D9CA2E69FB'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'crescent-1', 'channel_id': 'channel-44', 'base_denom': 'ibc/4DD3698C2FCEA87CDE843D3EA6228F2589A4DF6655A7C16D766010D9CA2E69FB', 'chain_name': 'crescent', 'base_supply': 30880934749601629712}, 'chain': {'channel_id': 'channel-70', 'path': 'transfer/channel-70/transfer/channel-7/erc20/0x655ecB57432CC1370f65e5dc2309588b71b473A9'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'evmos_9001-2', 'channel_id': 'channel-11', 'base_denom': 'erc20/0x655ecB57432CC1370f65e5dc2309588b71b473A9', 'chain_name': 'evmos', 'base_supply': 316141983520857687283324}, 'chain': {'channel_id': 'channel-7', 'path': 'transfer/channel-7/erc20/0x655ecB57432CC1370f65e5dc2309588b71b473A9'}}]",akash
3166,akashnet-2,ibc/4A87D3BED9311E9D247E33603EDEB47F023986BAB0397AD1F5E3C12265D8F888,ics20,1000000,,,,,,,swth,sdk.coin,ics20,transfer/channel-17/transfer/channel-342,"['channel-17', 'channel-342']",cosmoshub-4,185467384818026902,carbon-1,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-184', 'source_denom': 'ibc/5D266BB6FA1D26B678DFE4D8255BBB6CBD23847FA6464CDC0CC15C2441D847C4'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-184', 'base_denom': 'ibc/5D266BB6FA1D26B678DFE4D8255BBB6CBD23847FA6464CDC0CC15C2441D847C4', 'chain_name': 'cosmoshub', 'base_supply': 805708973142}, 'chain': {'channel_id': 'channel-17', 'path': 'transfer/channel-17/transfer/channel-342/swth'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'carbon-1', 'channel_id': 'channel-3', 'base_denom': 'swth', 'chain_name': 'carbon', 'base_supply': 185467384818026902}, 'chain': {'channel_id': 'channel-342', 'path': 'transfer/channel-342/swth'}}]",akash
3167,akashnet-2,ibc/5646DBBCAD5BCA533CB50CEA7209E08463021A98AADC3DEA37465576A2F79778,ics20,1000000000000000,,,,,,,aarch,sdk.coin,ics20,transfer/channel-17/transfer/channel-623,"['channel-17', 'channel-623']",cosmoshub-4,1133526850078214983044889697,archway-1,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-184', 'source_denom': 'ibc/98D08BB74578514C9A97A76A3470A09FCC3698821581621A984110D820FF478A'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-184', 'base_denom': 'ibc/98D08BB74578514C9A97A76A3470A09FCC3698821581621A984110D820FF478A', 'chain_name': 'cosmoshub', 'base_supply': 39079188167204687623022}, 'chain': {'channel_id': 'channel-17', 'path': 'transfer/channel-17/transfer/channel-623/aarch'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'archway-1', 'channel_id': 'channel-0', 'base_denom': 'aarch', 'chain_name': 'archway', 'base_supply': 1133526850078214983044889697}, 'chain': {'channel_id': 'channel-623', 'path': 'transfer/channel-623/aarch'}}]",akash
3168,akashnet-2,ibc/68590217389DFDDE806C99C67EBEA337D5A1C08BD55166CAC13B4AE45EEE7CD5,ics20,1000000,,,,,,,uakt,sdk.coin,,transfer/channel-19/transfer/channel-1,"['channel-19', 'channel-1']",osmosis-1,,,2,,"{'source_channel': 'channel-19', 'dst_channel': 'channel-18', 'source_denom': ''}",,akash
3169,akashnet-2,ibc/741F66202FB290A31411B414112C5EBB53CED6FB5AEF3886473C9B42A89D5AA9,ics20,1,,,,,,,stuosmo,sdk.coin,ics20,transfer/channel-17/transfer/channel-391,"['channel-17', 'channel-391']",cosmoshub-4,14585674164225,stride-1,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-184', 'source_denom': 'ibc/054892D6BB43AF8B93AAC28AA5FD7019D2C59A15DAFD6F45C1FA2BF9BDA22454'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-184', 'base_denom': 'ibc/054892D6BB43AF8B93AAC28AA5FD7019D2C59A15DAFD6F45C1FA2BF9BDA22454', 'chain_name': 'cosmoshub', 'base_supply': 34186025777}, 'chain': {'channel_id': 'channel-17', 'path': 'transfer/channel-17/transfer/channel-391/stuosmo'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'stride-1', 'channel_id': 'channel-0', 'base_denom': 'stuosmo', 'chain_name': 'stride', 'base_supply': 14585674164225}, 'chain': {'channel_id': 'channel-391', 'path': 'transfer/channel-391/stuosmo'}}]",akash
3170,akashnet-2,ibc/7CC055FCC7DEF2DFFB9D9C81EAE500613EF991A53848E37E09BA5E2F43BB94DA,ics20,10000,Irishub staking token,"[{'denom': 'uiris', 'exponent': 0, 'aliases': []}, {'denom': 'iris', 'exponent': 6, 'aliases': []}]",iris,,,,uiris,sdk.coin,ics20,transfer/channel-17/transfer/channel-182,"['channel-17', 'channel-182']",cosmoshub-4,2128088134653013,irishub-1,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-184', 'source_denom': 'ibc/12DA42304EE1CE96071F712AA4D58186AD11C3165C0DCDA71E017A54F3935E66'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-184', 'base_denom': 'ibc/12DA42304EE1CE96071F712AA4D58186AD11C3165C0DCDA71E017A54F3935E66', 'chain_name': 'cosmoshub', 'base_supply': 622580105209}, 'chain': {'channel_id': 'channel-17', 'path': 'transfer/channel-17/transfer/channel-182/uiris'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'irishub-1', 'channel_id': 'channel-12', 'base_denom': 'uiris', 'chain_name': 'irisnet', 'base_supply': 2128088134653013}, 'chain': {'channel_id': 'channel-182', 'path': 'transfer/channel-182/uiris'}}]",akash
3171,akashnet-2,ibc/814DCCD8B8742D060CFD4585636AAB84D54B51CCF4965B0E0FACD8738525FB5A,ics20,70103348,,,,,,,uakt,sdk.coin,ics20,transfer/channel-5/transfer/channel-184,"['channel-5', 'channel-184']",cosmoshub-4,256000239326212,akashnet-2,2,,"{'source_channel': 'channel-5', 'dst_channel': 'channel-116', 'source_denom': 'ibc/2181AAB0218EAC24BC9F86BD1364FBBFA3E6E3FCC25E88E3E68C15DC6E752D86'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-116', 'base_denom': 'ibc/2181AAB0218EAC24BC9F86BD1364FBBFA3E6E3FCC25E88E3E68C15DC6E752D86', 'chain_name': 'cosmoshub', 'base_supply': 66634218691}, 'chain': {'channel_id': 'channel-5', 'path': 'transfer/channel-5/transfer/channel-184/uakt'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'akashnet-2', 'channel_id': 'channel-17', 'base_denom': 'uakt', 'chain_name': 'akash', 'base_supply': 256000239326212}, 'chain': {'channel_id': 'channel-184', 'path': 'transfer/channel-184/uakt'}}]",akash
3172,akashnet-2,ibc/8B0573ACBB09F1CE94737F2C1030A3156923CD8FDE170E75155C7D0E696051D6,ics20,100102,The native staking token of the Cosmos Hub.,"[{'denom': 'uatom', 'exponent': 0, 'aliases': ['microatom']}, {'denom': 'matom', 'exponent': 3, 'aliases': ['milliatom']}, {'denom': 'atom', 'exponent': 6, 'aliases': []}]",atom,Cosmos Hub Atom,ATOM,,uatom,sdk.coin,ics20,transfer/channel-24/transfer/channel-0,"['channel-24', 'channel-0']",sifchain-1,422461287804806,cosmoshub-4,2,,"{'source_channel': 'channel-24', 'dst_channel': 'channel-2', 'source_denom': 'ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'sifchain-1', 'channel_id': 'channel-2', 'base_denom': 'ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2', 'chain_name': 'sifchain', 'base_supply': 6946909714}, 'chain': {'channel_id': 'channel-24', 'path': 'transfer/channel-24/transfer/channel-0/uatom'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-192', 'base_denom': 'uatom', 'chain_name': 'cosmoshub', 'base_supply': 422461287804806}, 'chain': {'channel_id': 'channel-0', 'path': 'transfer/channel-0/uatom'}}]",akash
3173,akashnet-2,ibc/9963973461775E33FDCF8ACF26F5714A7E68BDA7DEE03E108E7D1174D8E5D5DE,ics20,121000,,,,,,,uakt,sdk.coin,ics20,transfer/channel-17/transfer/channel-95,"['channel-17', 'channel-95']",cosmoshub-4,256000239326212,akashnet-2,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-184', 'source_denom': 'ibc/33A9D0DEFC6ECAE9A8931D42660C2E74180BEF7C7DEF217E4AAD6D81C18EB06F'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-184', 'base_denom': 'ibc/33A9D0DEFC6ECAE9A8931D42660C2E74180BEF7C7DEF217E4AAD6D81C18EB06F', 'chain_name': 'cosmoshub', 'base_supply': 99533000}, 'chain': {'channel_id': 'channel-17', 'path': 'transfer/channel-17/transfer/channel-95/uakt'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'akashnet-2', 'channel_id': 'channel-0', 'base_denom': 'uakt', 'chain_name': 'akash', 'base_supply': 256000239326212}, 'chain': {'channel_id': 'channel-95', 'path': 'transfer/channel-95/uakt'}}]",akash
3174,akashnet-2,ibc/9CFB904EB2ECFC711DE18124ADD2542934A448C3E455E13530B3D05C8A53EA03,ics20,30525,,,,,,,ustrd,sdk.coin,ics20,transfer/channel-17/transfer/channel-391,"['channel-17', 'channel-391']",cosmoshub-4,91732947688142,stride-1,2,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-184', 'source_denom': 'ibc/6B8A3F5C2AD51CD6171FA41A7E8C35AD594AB69226438DB94450436EA57B3A89'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-184', 'base_denom': 'ibc/6B8A3F5C2AD51CD6171FA41A7E8C35AD594AB69226438DB94450436EA57B3A89', 'chain_name': 'cosmoshub', 'base_supply': 174089646523}, 'chain': {'channel_id': 'channel-17', 'path': 'transfer/channel-17/transfer/channel-391/ustrd'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'stride-1', 'channel_id': 'channel-0', 'base_denom': 'ustrd', 'chain_name': 'stride', 'base_supply': 91732947688142}, 'chain': {'channel_id': 'channel-391', 'path': 'transfer/channel-391/ustrd'}}]",akash
3175,akashnet-2,ibc/A9BA4130DF124DBAAFB2578642D38EFB06A080940EF8C2D3257DD20A24BF4E8A,ics20,100000,,,,,,,uosmo,sdk.coin,ics20,transfer/channel-35/transfer/channel-0,"['channel-35', 'channel-0']",juno-1,,,2,,"{'source_channel': 'channel-35', 'dst_channel': 'channel-29', 'source_denom': 'ibc/ED07A3391A112B175915CD8FAF43A2DA8E4790EDE12566649D0C2F97716B8518'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'juno-1', 'channel_id': 'channel-29', 'base_denom': 'ibc/ED07A3391A112B175915CD8FAF43A2DA8E4790EDE12566649D0C2F97716B8518', 'chain_name': 'juno', 'base_supply': 112324518094}, 'chain': {'channel_id': 'channel-35', 'path': 'transfer/channel-35/transfer/channel-0/uosmo'}}]",akash
3176,akashnet-2,ibc/C3E65AC3376F3DE29DA3FE78F941151F2828E4D4E370C4DA21035F8C9F9326B1,ics20,15145514,,,,,,,uaxl,sdk.coin,,transfer/channel-9/transfer/channel-208,"['channel-9', 'channel-208']",osmosis-1,,,2,,"{'source_channel': 'channel-9', 'dst_channel': 'channel-1', 'source_denom': ''}",,akash
