,chain_id,denom,type_asset,supply,description,denom_units,display,name,symbol,uri,denom_base,type_asset_base,type_asset_source,path,channels,chain_id_counterparty,supply_base,chain_id_base,channels_number,admin,ibc,traces,chain_name
9996,carbon-1,zmatic.1.18.45185c,sdk.coin,375226299871172787,,,,,,,zmatic.1.18.45185c,sdk.coin,,,,,375226299871172787,carbon-1,0,,,,carbon
9997,carbon-1,zopul.1.18.4bcdc9,sdk.coin,600368909939039921776,,,,,,,zopul.1.18.4bcdc9,sdk.coin,,,,,600368909939039921776,carbon-1,0,,,,carbon
9998,carbon-1,ztraxx.1.18.9c8e35,sdk.coin,3466234748367583957106,,,,,,,ztraxx.1.18.9c8e35,sdk.coin,,,,,3466234748367583957106,carbon-1,0,,,,carbon
9999,carbon-1,zusdt.1.18.1728e9,sdk.coin,179880128,,,,,,,zusdt.1.18.1728e9,sdk.coin,,,,,179880128,carbon-1,0,,,,carbon
10000,carbon-1,zusdt.1.18.1cbca1,sdk.coin,313906,,,,,,,zusdt.1.18.1cbca1,sdk.coin,,,,,313906,carbon-1,0,,,,carbon
10001,carbon-1,zwap.1.18.393529,sdk.coin,32786048796785560,,,,,,,zwap.1.18.393529,sdk.coin,,,,,32786048796785560,carbon-1,0,,,,carbon
10002,carbon-1,zwap.1.18.393529-50-busd.1.6.754a80-50-lp35,sdk.coin,49090233859856,,,,,,,zwap.1.18.393529-50-busd.1.6.754a80-50-lp35,sdk.coin,,,,,49090233859856,carbon-1,0,,,,carbon
10003,carbon-1,zwap.1.18.393529-50-swth-50-lp41,sdk.coin,7946421713055,,,,,,,zwap.1.18.393529-50-swth-50-lp41,sdk.coin,,,,,7946421713055,carbon-1,0,,,,carbon
10004,carbon-1,zwbtc.1.18.a9cb60,sdk.coin,1018854,,,,,,,zwbtc.1.18.a9cb60,sdk.coin,,,,,1018854,carbon-1,0,,,,carbon
10005,carbon-1,zxcad.1.18.35137d,sdk.coin,4607710729099366173514,,,,,,,zxcad.1.18.35137d,sdk.coin,,,,,4607710729099366173514,carbon-1,0,,,,carbon
10006,neutron-1,factory/neutron100t2cl9f8880ffa5khgn742f7ful08yefnynv6/ulena,factory,10000000000000,,"[{'denom': 'factory/neutron100t2cl9f8880ffa5khgn742f7ful08yefnynv6/ulena', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron100t2cl9f8880ffa5khgn742f7ful08yefnynv6/ulena,factory,,,,,10000000000000,neutron-1,0,neutron100t2cl9f8880ffa5khgn742f7ful08yefnynv6,,,neutron
10007,neutron-1,factory/neutron1045nmghe520mfugjn8h8nftr2302tkpf8gwsq6kymvxg4hn5fptsn7u4q0/test,factory,10000000000000,test dao's Governance Token,"[{'denom': 'factory/neutron1045nmghe520mfugjn8h8nftr2302tkpf8gwsq6kymvxg4hn5fptsn7u4q0/test', 'exponent': 0, 'aliases': ['test']}, {'denom': 'TEST', 'exponent': 6, 'aliases': []}]",TEST,testing dao token,TEST,,factory/neutron1045nmghe520mfugjn8h8nftr2302tkpf8gwsq6kymvxg4hn5fptsn7u4q0/test,factory,,,,,10000000000000,neutron-1,0,neutron1045nmghe520mfugjn8h8nftr2302tkpf8gwsq6kymvxg4hn5fptsn7u4q0,,,neutron
10008,neutron-1,factory/neutron1083l24twhjgl34gdxvlykw77pal9hwpkcjc8nzxs0tu5nfc507hsfmptzp/astroport/share,factory,11018887,,"[{'denom': 'factory/neutron1083l24twhjgl34gdxvlykw77pal9hwpkcjc8nzxs0tu5nfc507hsfmptzp/astroport/share', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron1083l24twhjgl34gdxvlykw77pal9hwpkcjc8nzxs0tu5nfc507hsfmptzp/astroport/share,factory,,,,,11018887,neutron-1,0,neutron1083l24twhjgl34gdxvlykw77pal9hwpkcjc8nzxs0tu5nfc507hsfmptzp,,,neutron
10009,neutron-1,factory/neutron108x7vp9zv22d6wxrs9as8dshd3pd5vsga463yd/JIMMY,factory,4461210000000000,,"[{'denom': 'factory/neutron108x7vp9zv22d6wxrs9as8dshd3pd5vsga463yd/JIMMY', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron108x7vp9zv22d6wxrs9as8dshd3pd5vsga463yd/JIMMY,factory,,,,,4461210000000000,neutron-1,0,neutron108x7vp9zv22d6wxrs9as8dshd3pd5vsga463yd,,,neutron
10010,neutron-1,factory/neutron10grp0zaedw7qclqm75dc7swhew6z5sz63rc76l/yoyo,factory,1000000,,"[{'denom': 'factory/neutron10grp0zaedw7qclqm75dc7swhew6z5sz63rc76l/yoyo', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron10grp0zaedw7qclqm75dc7swhew6z5sz63rc76l/yoyo,factory,,,,,1000000,neutron-1,0,neutron10grp0zaedw7qclqm75dc7swhew6z5sz63rc76l,,,neutron
10011,neutron-1,factory/neutron10j6d3nlr2cuyd8s8hqd9u8racpvydnxkuqclz9w97y8k5ur06e9q8s9fa7/astroport/share,factory,4659427570,,"[{'denom': 'factory/neutron10j6d3nlr2cuyd8s8hqd9u8racpvydnxkuqclz9w97y8k5ur06e9q8s9fa7/astroport/share', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron10j6d3nlr2cuyd8s8hqd9u8racpvydnxkuqclz9w97y8k5ur06e9q8s9fa7/astroport/share,factory,,,,,4659427570,neutron-1,0,neutron10j6d3nlr2cuyd8s8hqd9u8racpvydnxkuqclz9w97y8k5ur06e9q8s9fa7,,,neutron
10012,neutron-1,factory/neutron10r39fueph9fq7a6lgswu4zdsg8t3gxlqgn9xk5/Governance,factory,1000000000000000000,,"[{'denom': 'factory/neutron10r39fueph9fq7a6lgswu4zdsg8t3gxlqgn9xk5/Governance', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron10r39fueph9fq7a6lgswu4zdsg8t3gxlqgn9xk5/Governance,factory,,,,,1000000000000000000,neutron-1,0,neutron10r39fueph9fq7a6lgswu4zdsg8t3gxlqgn9xk5,,,neutron
10013,neutron-1,factory/neutron10sr06r3qkhn7xzpw3339wuj77hu06mzna6uht0/eclip,factory,300000000000000,,"[{'denom': 'factory/neutron10sr06r3qkhn7xzpw3339wuj77hu06mzna6uht0/eclip', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron10sr06r3qkhn7xzpw3339wuj77hu06mzna6uht0/eclip,factory,,,,,300000000000000,neutron-1,0,neutron10sr06r3qkhn7xzpw3339wuj77hu06mzna6uht0,,,neutron
10014,neutron-1,factory/neutron123vsh2jwl93026yuwgt4tdt9gcjsxucdkaq66y/cmlky,factory,1000000,,"[{'denom': 'factory/neutron123vsh2jwl93026yuwgt4tdt9gcjsxucdkaq66y/cmlky', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron123vsh2jwl93026yuwgt4tdt9gcjsxucdkaq66y/cmlky,factory,,,,,1000000,neutron-1,0,neutron123vsh2jwl93026yuwgt4tdt9gcjsxucdkaq66y,,,neutron
10015,neutron-1,factory/neutron129ukd5cwahcjkccujz87rjemjukff7jf6sau72qrhva677xgz9gs4m4jeq/uarena,factory,20000017000,The governance token of the Arena DAO,"[{'denom': 'factory/neutron129ukd5cwahcjkccujz87rjemjukff7jf6sau72qrhva677xgz9gs4m4jeq/uarena', 'exponent': 0, 'aliases': ['uarena']}, {'denom': 'arena', 'exponent': 6, 'aliases': []}]",arena,Arena Token,ARENA,,factory/neutron129ukd5cwahcjkccujz87rjemjukff7jf6sau72qrhva677xgz9gs4m4jeq/uarena,factory,,,,,20000017000,neutron-1,0,neutron129ukd5cwahcjkccujz87rjemjukff7jf6sau72qrhva677xgz9gs4m4jeq,,,neutron
10016,neutron-1,factory/neutron12dev4zltz7zpz8l43fgz7p65g6hdz54qszx9u2qtna6l2xggaassmnwz5h/astroport/share,factory,256133925,,"[{'denom': 'factory/neutron12dev4zltz7zpz8l43fgz7p65g6hdz54qszx9u2qtna6l2xggaassmnwz5h/astroport/share', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron12dev4zltz7zpz8l43fgz7p65g6hdz54qszx9u2qtna6l2xggaassmnwz5h/astroport/share,factory,,,,,256133925,neutron-1,0,neutron12dev4zltz7zpz8l43fgz7p65g6hdz54qszx9u2qtna6l2xggaassmnwz5h,,,neutron
10017,neutron-1,factory/neutron12klq3fa4k3lam2pw0ss6x3ux3l6lgd6zwyv9nx/CUNT,factory,420000000000000,,"[{'denom': 'factory/neutron12klq3fa4k3lam2pw0ss6x3ux3l6lgd6zwyv9nx/CUNT', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron12klq3fa4k3lam2pw0ss6x3ux3l6lgd6zwyv9nx/CUNT,factory,,,,,420000000000000,neutron-1,0,neutron12klq3fa4k3lam2pw0ss6x3ux3l6lgd6zwyv9nx,,,neutron
10018,neutron-1,factory/neutron12q4frxrn7lenamp03amwhzrr5hx5nfmajjp2srdaer3wv7zka6ls0h8lpd/astroport/share,factory,49950096494,,"[{'denom': 'factory/neutron12q4frxrn7lenamp03amwhzrr5hx5nfmajjp2srdaer3wv7zka6ls0h8lpd/astroport/share', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron12q4frxrn7lenamp03amwhzrr5hx5nfmajjp2srdaer3wv7zka6ls0h8lpd/astroport/share,factory,,,,,49950096494,neutron-1,0,neutron12q4frxrn7lenamp03amwhzrr5hx5nfmajjp2srdaer3wv7zka6ls0h8lpd,,,neutron
10019,neutron-1,factory/neutron12z93fsnd27kttuj5use0dqas8e0xszxvyxyd2j/Richtron,factory,10100000000000,,"[{'denom': 'factory/neutron12z93fsnd27kttuj5use0dqas8e0xszxvyxyd2j/Richtron', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron12z93fsnd27kttuj5use0dqas8e0xszxvyxyd2j/Richtron,factory,,,,,10100000000000,neutron-1,0,neutron12z93fsnd27kttuj5use0dqas8e0xszxvyxyd2j,,,neutron
10020,neutron-1,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/GOP,factory,1000000000000,CryptoGopniks ecosystem token,"[{'denom': 'factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/GOP', 'exponent': 0, 'aliases': ['GOP']}, {'denom': 'GOP', 'exponent': 6, 'aliases': ['factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/GOP']}]",GOP,GOP,GOP,,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/GOP,factory,,,,,1000000000000,neutron-1,0,neutron133xakkrfksq39wxy575unve2nyehg5npx75nph,,,neutron
10021,neutron-1,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/MOO,factory,1000000000000000,MOO,"[{'denom': 'factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/MOO', 'exponent': 0, 'aliases': ['MOO']}, {'denom': 'MOO', 'exponent': 6, 'aliases': ['factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/MOO']}]",MOO,MOO,MOO,,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/MOO,factory,,,,,1000000000000000,neutron-1,0,neutron133xakkrfksq39wxy575unve2nyehg5npx75nph,,,neutron
10022,neutron-1,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/ROOM,factory,100000001000,,"[{'denom': 'factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/ROOM', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/ROOM,factory,,,,,100000001000,neutron-1,0,neutron133xakkrfksq39wxy575unve2nyehg5npx75nph,,,neutron
10023,neutron-1,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/WEIRD,factory,1836317000001,WEIRD token,"[{'denom': 'factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/WEIRD', 'exponent': 0, 'aliases': ['WEIRD']}, {'denom': 'WEIRD', 'exponent': 6, 'aliases': ['factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/WEIRD']}]",WEIRD,WEIRD,WEIRD,,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/WEIRD,factory,,,,,1836317000001,neutron-1,0,neutron133xakkrfksq39wxy575unve2nyehg5npx75nph,,,neutron
10024,neutron-1,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/sin,factory,1000000000000,,"[{'denom': 'factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/sin', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/sin,factory,,,,,1000000000000,neutron-1,0,neutron133xakkrfksq39wxy575unve2nyehg5npx75nph,,,neutron
10025,neutron-1,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/uSCRAP,factory,10000000,,"[{'denom': 'factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/uSCRAP', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron133xakkrfksq39wxy575unve2nyehg5npx75nph/uSCRAP,factory,,,,,10000000,neutron-1,0,neutron133xakkrfksq39wxy575unve2nyehg5npx75nph,,,neutron
10026,neutron-1,factory/neutron135nkp0fth0vtertv7ngvkkgc4cwamp2tpnmjdlppat0047f9wjmqxeu9p8/VaultToken/xyk/0d/ASTRO/axlUSDC,factory,708708416957906,,"[{'denom': 'factory/neutron135nkp0fth0vtertv7ngvkkgc4cwamp2tpnmjdlppat0047f9wjmqxeu9p8/VaultToken/xyk/0d/ASTRO/axlUSDC', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron135nkp0fth0vtertv7ngvkkgc4cwamp2tpnmjdlppat0047f9wjmqxeu9p8/VaultToken/xyk/0d/ASTRO/axlUSDC,factory,,,,,708708416957906,neutron-1,0,neutron135nkp0fth0vtertv7ngvkkgc4cwamp2tpnmjdlppat0047f9wjmqxeu9p8,,,neutron
10027,neutron-1,factory/neutron13f0s6pa7ut55jsvlh3lrc3nyws0eud3u7krtm93f0ffye7pgy7sqxt55n4/astroport/share,factory,1414213,,"[{'denom': 'factory/neutron13f0s6pa7ut55jsvlh3lrc3nyws0eud3u7krtm93f0ffye7pgy7sqxt55n4/astroport/share', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron13f0s6pa7ut55jsvlh3lrc3nyws0eud3u7krtm93f0ffye7pgy7sqxt55n4/astroport/share,factory,,,,,1414213,neutron-1,0,neutron13f0s6pa7ut55jsvlh3lrc3nyws0eud3u7krtm93f0ffye7pgy7sqxt55n4,,,neutron
10028,neutron-1,factory/neutron13h4jzme5880knnc23xvwu9gytynnxu5cc0fek6fndmjyctzznj9sd5yhhy/structured-vault,factory,1000000,,"[{'denom': 'factory/neutron13h4jzme5880knnc23xvwu9gytynnxu5cc0fek6fndmjyctzznj9sd5yhhy/structured-vault', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron13h4jzme5880knnc23xvwu9gytynnxu5cc0fek6fndmjyctzznj9sd5yhhy/structured-vault,factory,,,,,1000000,neutron-1,0,neutron13h4jzme5880knnc23xvwu9gytynnxu5cc0fek6fndmjyctzznj9sd5yhhy,,,neutron
10029,neutron-1,factory/neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l/ATOM1KLFG,factory,9950000000000,,"[{'denom': 'factory/neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l/ATOM1KLFG', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l/ATOM1KLFG,factory,,,,,9950000000000,neutron-1,0,neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l,,,neutron
10030,neutron-1,factory/neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l/NTRN1KLFG,factory,10000000000000,,"[{'denom': 'factory/neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l/NTRN1KLFG', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l/NTRN1KLFG,factory,,,,,10000000000000,neutron-1,0,neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l,,,neutron
10031,neutron-1,factory/neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l/RUNE1KLFG,factory,100000000000000,,"[{'denom': 'factory/neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l/RUNE1KLFG', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l/RUNE1KLFG,factory,,,,,100000000000000,neutron-1,0,neutron13lkh47msw28yynspc5rnmty3yktk43wc3dsv0l,,,neutron
10032,neutron-1,factory/neutron13r3st22qa04c8q0d6elg4eyc55vcyrdhgcjm9f/tBTC,factory,21000000000000,,"[{'denom': 'factory/neutron13r3st22qa04c8q0d6elg4eyc55vcyrdhgcjm9f/tBTC', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron13r3st22qa04c8q0d6elg4eyc55vcyrdhgcjm9f/tBTC,factory,,,,,21000000000000,neutron-1,0,neutron13r3st22qa04c8q0d6elg4eyc55vcyrdhgcjm9f,,,neutron
10033,neutron-1,factory/neutron13r3st22qa04c8q0d6elg4eyc55vcyrdhgcjm9f/tETH,factory,50000000000,,"[{'denom': 'factory/neutron13r3st22qa04c8q0d6elg4eyc55vcyrdhgcjm9f/tETH', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron13r3st22qa04c8q0d6elg4eyc55vcyrdhgcjm9f/tETH,factory,,,,,50000000000,neutron-1,0,neutron13r3st22qa04c8q0d6elg4eyc55vcyrdhgcjm9f,,,neutron
10034,neutron-1,factory/neutron13uqpk26qkf727fhl4fvw2hkknhm27twv4h4vakrs9rvp0936g5rsx5cys6/pwr,factory,50000000,Governance Token,"[{'denom': 'factory/neutron13uqpk26qkf727fhl4fvw2hkknhm27twv4h4vakrs9rvp0936g5rsx5cys6/pwr', 'exponent': 0, 'aliases': ['pwr']}, {'denom': 'PWR', 'exponent': 6, 'aliases': []}]",PWR,Power,PWR,,factory/neutron13uqpk26qkf727fhl4fvw2hkknhm27twv4h4vakrs9rvp0936g5rsx5cys6/pwr,factory,,,,,50000000,neutron-1,0,neutron13uqpk26qkf727fhl4fvw2hkknhm27twv4h4vakrs9rvp0936g5rsx5cys6,,,neutron
10035,neutron-1,factory/neutron142r6dqac2gtaqdwpgqwqllnwua3yk4w4c0pfhp4c72zgvctr5uyqhrmmhf/astroport/share,factory,1335193,,"[{'denom': 'factory/neutron142r6dqac2gtaqdwpgqwqllnwua3yk4w4c0pfhp4c72zgvctr5uyqhrmmhf/astroport/share', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron142r6dqac2gtaqdwpgqwqllnwua3yk4w4c0pfhp4c72zgvctr5uyqhrmmhf/astroport/share,factory,,,,,1335193,neutron-1,0,neutron142r6dqac2gtaqdwpgqwqllnwua3yk4w4c0pfhp4c72zgvctr5uyqhrmmhf,,,neutron
10036,neutron-1,factory/neutron143wp6g8paqasnuuey6zyapucknwy9rhnld8hkr/bad,factory,11000000000000000,,"[{'denom': 'factory/neutron143wp6g8paqasnuuey6zyapucknwy9rhnld8hkr/bad', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron143wp6g8paqasnuuey6zyapucknwy9rhnld8hkr/bad,factory,,,,,11000000000000000,neutron-1,0,neutron143wp6g8paqasnuuey6zyapucknwy9rhnld8hkr,,,neutron
10037,neutron-1,factory/neutron145z3nj7yqft2vpugr5a5p7jsnagvms90tvtej45g4s0xkqalhy7sj20vgz/astroport/share,factory,438983309493,,"[{'denom': 'factory/neutron145z3nj7yqft2vpugr5a5p7jsnagvms90tvtej45g4s0xkqalhy7sj20vgz/astroport/share', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron145z3nj7yqft2vpugr5a5p7jsnagvms90tvtej45g4s0xkqalhy7sj20vgz/astroport/share,factory,,,,,438983309493,neutron-1,0,neutron145z3nj7yqft2vpugr5a5p7jsnagvms90tvtej45g4s0xkqalhy7sj20vgz,,,neutron
10038,neutron-1,factory/neutron1469px4vwyxraetx7u75r8uud3s2tsla4rgnv7rxdxkvcv0d8wejscvmjkf/boost,factory,10000000000000,Governance Token,"[{'denom': 'factory/neutron1469px4vwyxraetx7u75r8uud3s2tsla4rgnv7rxdxkvcv0d8wejscvmjkf/boost', 'exponent': 0, 'aliases': ['boost']}, {'denom': 'BOOST', 'exponent': 6, 'aliases': []}]",BOOST,BOOST,BOOST,,factory/neutron1469px4vwyxraetx7u75r8uud3s2tsla4rgnv7rxdxkvcv0d8wejscvmjkf/boost,factory,,,,,10000000000000,neutron-1,0,neutron1469px4vwyxraetx7u75r8uud3s2tsla4rgnv7rxdxkvcv0d8wejscvmjkf,,,neutron
10039,neutron-1,factory/neutron148vmqxzgp4yc996pasredy3v9sw8sxzsl6wwm0/KROPPA,factory,300000000000000,,"[{'denom': 'factory/neutron148vmqxzgp4yc996pasredy3v9sw8sxzsl6wwm0/KROPPA', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron148vmqxzgp4yc996pasredy3v9sw8sxzsl6wwm0/KROPPA,factory,,,,,300000000000000,neutron-1,0,neutron148vmqxzgp4yc996pasredy3v9sw8sxzsl6wwm0,,,neutron
10040,neutron-1,factory/neutron14henrqx9y328fjrdvz6l6d92r0t7g5hk86q5nd/uastropepe,factory,420690000000000000,,"[{'denom': 'factory/neutron14henrqx9y328fjrdvz6l6d92r0t7g5hk86q5nd/uastropepe', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron14henrqx9y328fjrdvz6l6d92r0t7g5hk86q5nd/uastropepe,factory,,,,,420690000000000000,neutron-1,0,neutron14henrqx9y328fjrdvz6l6d92r0t7g5hk86q5nd,,,neutron
10041,neutron-1,factory/neutron14xx9hcw0cyw2vtxh586h5usymfyk06jnj677awhntrkxtm72amrsmj5fxt/VaultToken/pcl/0d/nobleUSDC/NTRN,factory,34169314212628,,"[{'denom': 'factory/neutron14xx9hcw0cyw2vtxh586h5usymfyk06jnj677awhntrkxtm72amrsmj5fxt/VaultToken/pcl/0d/nobleUSDC/NTRN', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron14xx9hcw0cyw2vtxh586h5usymfyk06jnj677awhntrkxtm72amrsmj5fxt/VaultToken/pcl/0d/nobleUSDC/NTRN,factory,,,,,34169314212628,neutron-1,0,neutron14xx9hcw0cyw2vtxh586h5usymfyk06jnj677awhntrkxtm72amrsmj5fxt,,,neutron
10042,neutron-1,factory/neutron14y0xyavpf5xznw56u3xml9f2jmx8ruk3y8f5e6zzkd9mhmcps3fs59g4vt/astroport/share,factory,950423383,,"[{'denom': 'factory/neutron14y0xyavpf5xznw56u3xml9f2jmx8ruk3y8f5e6zzkd9mhmcps3fs59g4vt/astroport/share', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron14y0xyavpf5xznw56u3xml9f2jmx8ruk3y8f5e6zzkd9mhmcps3fs59g4vt/astroport/share,factory,,,,,950423383,neutron-1,0,neutron14y0xyavpf5xznw56u3xml9f2jmx8ruk3y8f5e6zzkd9mhmcps3fs59g4vt,,,neutron
10043,neutron-1,factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/abslt,factory,1000000,shitcoin,"[{'denom': 'factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/abslt', 'exponent': 0, 'aliases': []}, {'denom': 'ABSLT', 'exponent': 6, 'aliases': []}]",ABSLT,"crap, not vodka",ABSLT,,factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/abslt,factory,,,,,1000000,neutron-1,0,neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73,,,neutron
10044,neutron-1,factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/soild,factory,1000000000000000,shitcoin,"[{'denom': 'factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/soild', 'exponent': 0, 'aliases': []}, {'denom': 'SOILD', 'exponent': 6, 'aliases': []}]",SOILD,"Soil, decentralized",SOILD,,factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/soild,factory,,,,,1000000000000000,neutron-1,0,neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73,,,neutron
10045,neutron-1,factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/toxic,factory,1000000,shitcoin,"[{'denom': 'factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/toxic', 'exponent': 0, 'aliases': []}, {'denom': 'TOXIC', 'exponent': 6, 'aliases': []}]",TOXIC,Do not touch.,TOXIC,,factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/toxic,factory,,,,,1000000,neutron-1,0,neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73,,,neutron
10046,neutron-1,factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/waste,factory,1000000,shitcoin,"[{'denom': 'factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/waste', 'exponent': 0, 'aliases': []}, {'denom': 'WASTE', 'exponent': 6, 'aliases': []}]",WASTE,"Do not buy this, waste man",WASTE,,factory/neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73/waste,factory,,,,,1000000,neutron-1,0,neutron14yg2vvwt39fan0a5gc380e65ftydlxrpaax2l72ecxfy0l7xttts0szf73,,,neutron
10047,neutron-1,factory/neutron154gg0wtm2v4h9ur8xg32ep64e8ef0g5twlsgvfeajqwghdryvyqsqhgk8e/APOLLO,factory,73099533826159,,"[{'denom': 'factory/neutron154gg0wtm2v4h9ur8xg32ep64e8ef0g5twlsgvfeajqwghdryvyqsqhgk8e/APOLLO', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron154gg0wtm2v4h9ur8xg32ep64e8ef0g5twlsgvfeajqwghdryvyqsqhgk8e/APOLLO,factory,,,,,73099533826159,neutron-1,0,neutron154gg0wtm2v4h9ur8xg32ep64e8ef0g5twlsgvfeajqwghdryvyqsqhgk8e,,,neutron
10048,neutron-1,factory/neutron15cwzd903nwcgm0gq7err76p8x6sgtfy8k8g4ln0654fp65u0d20qmlw08f/astroport/share,factory,16701287,,"[{'denom': 'factory/neutron15cwzd903nwcgm0gq7err76p8x6sgtfy8k8g4ln0654fp65u0d20qmlw08f/astroport/share', 'exponent': 0, 'aliases': []}]",,,,,factory/neutron15cwzd903nwcgm0gq7err76p8x6sgtfy8k8g4ln0654fp65u0d20qmlw08f/astroport/share,factory,,,,,16701287,neutron-1,0,neutron15cwzd903nwcgm0gq7err76p8x6sgtfy8k8g4ln0654fp65u0d20qmlw08f,,,neutron
